"seqnames","start","end","V6","geneId","annotation"
"chr2R",10529770,10530990,14.1447,"FBgn0283521","Intron (FBtr0089347/FBgn0283521, intron 5 of 5)"
"chr2R",10531844,10536671,55.0861,"FBgn0263466","Promoter"
"chr2R",10537245,10543543,33.8063,"FBgn0263483","Promoter"
"chr2R",10549639,10550556,17.2645,"FBgn0283426","Distal Intergenic"
"chr2R",10557942,10558688,6.96582,"FBgn0263102","Promoter"
"chr2R",10564334,10565280,9.48712,"FBgn0263102","Intron (FBtr0088275/FBgn0263102, intron 3 of 9)"
"chr2R",10565669,10567189,7.81946,"FBgn0263102","Intron (FBtr0088275/FBgn0263102, intron 3 of 9)"
"chr2R",10569126,10570825,13.8982,"FBgn0263102","Promoter"
"chr2R",10572154,10572927,5.16137,"FBgn0263102","Intron (FBtr0088275/FBgn0263102, intron 3 of 9)"
"chr2R",10574424,10575579,9.86789,"FBgn0263102","Intron (FBtr0088275/FBgn0263102, intron 3 of 9)"
"chr2R",10579693,10581714,9.34517,"FBgn0263102","Intron (FBtr0088275/FBgn0263102, intron 3 of 9)"
"chr2R",10583227,10585492,34.2561,"FBgn0263102","Promoter"
"chr2R",10594662,10595729,8.23699,"FBgn0263102","Intron (FBtr0088275/FBgn0263102, intron 3 of 9)"
"chr2R",10596175,10605105,39.5545,"FBgn0263102","Intron (FBtr0088275/FBgn0263102, intron 3 of 9)"
"chr2R",10605679,10607276,6.71294,"FBgn0033538","Intron (FBtr0088275/FBgn0263102, intron 3 of 9)"
"chr2R",10607810,10615304,22.9075,"FBgn0033538","5' UTR"
"chr2R",10617542,10618372,15.9147,"FBgn0033538","Promoter"
"chr2R",10644451,10645114,5.59493,"FBgn0033539","Promoter"
"chr2R",10659797,10660758,4.85457,"FBgn0265645","Distal Intergenic"
"chr2R",10673192,10674298,27.4199,"FBgn0024836","Promoter"
"chr2R",10732042,10736093,11.8558,"FBgn0033544","Promoter"
"chr2R",10736614,10738190,3.54962,"FBgn0033544","Promoter"
"chr2R",10738736,10739792,17.0674,"FBgn0024956","Promoter"
"chr2R",10756005,10756804,4.02195,"FBgn0263802","Exon (FBtr0302517/FBgn0053144, exon 4 of 9)"
"chr2R",10767472,10768034,6.60797,"FBgn0263802","Intron (FBtr0302517/FBgn0053144, intron 2 of 8)"
"chr2R",10772277,10772709,5.72486,"FBgn0053144","Intron (FBtr0302517/FBgn0053144, intron 2 of 8)"
"chr2R",10773392,10773763,8.02104,"FBgn0053144","Intron (FBtr0302517/FBgn0053144, intron 2 of 8)"
"chr2R",10775112,10776048,11.5929,"FBgn0053144","Intron (FBtr0302517/FBgn0053144, intron 2 of 8)"
"chr2R",10781785,10782920,47.0472,"FBgn0053144","Promoter"
"chr2R",10807572,10808926,32.9591,"FBgn0027499","Promoter"
"chr2R",10809838,10810857,10.2206,"FBgn0033548","Promoter"
"chr2R",10811254,10811921,6.68996,"FBgn0033549","Promoter"
"chr2R",10812377,10812732,4.15113,"FBgn0033550","Promoter"
"chr2R",10814063,10814503,6.091,"FBgn0033551","Promoter"
"chr2R",10819685,10821488,22.9452,"FBgn0029134","Promoter"
"chr2R",10838199,10838717,9.64598,"FBgn0027525","Promoter"
"chr2R",10840805,10842676,5.8346,"FBgn0050015","Exon (FBtr0113357/FBgn0050015, exon 4 of 4)"
"chr2R",10843226,10843593,3.60837,"FBgn0050015","Promoter"
"chr2R",10844291,10844776,1.36525,"FBgn0050015","Promoter"
"chr2R",10845576,10846347,4.57651,"FBgn0050015","Intron (FBtr0331939/FBgn0050015, intron 3 of 5)"
"chr2R",10846951,10847365,2.84142,"FBgn0050015","Intron (FBtr0331939/FBgn0050015, intron 3 of 5)"
"chr2R",10848441,10849286,6.41496,"FBgn0266629","5' UTR"
"chr2R",10850498,10852247,8.11812,"FBgn0266629","Intron (FBtr0331939/FBgn0050015, intron 1 of 5)"
"chr2R",10855810,10856343,2.65806,"FBgn0050015","5' UTR"
"chr2R",10861939,10862362,4.66906,"FBgn0050015","Promoter"
"chr2R",10868072,10869255,2.67738,"FBgn0050015","Intron (FBtr0088242/FBgn0050015, intron 1 of 7)"
"chr2R",10870324,10871598,5.91036,"FBgn0050015","Intron (FBtr0088242/FBgn0050015, intron 1 of 7)"
"chr2R",10873742,10874796,55.8452,"FBgn0050015","Promoter"
"chr2R",10885413,10886134,7.17072,"FBgn0262412","Promoter"
"chr2R",10886750,10887319,4.28999,"FBgn0050020","Promoter"
"chr2R",10893327,10893838,6.05279,"FBgn0017414","Promoter"
"chr2R",10894602,10895144,2.93137,"FBgn0033569","Promoter"
"chr2R",10897337,10897775,3.25253,"FBgn0033570","Promoter"
"chr2R",10949175,10949555,14.9396,"FBgn0266763","Distal Intergenic"
"chr2R",10952873,10953380,3.82756,"FBgn0266763","Distal Intergenic"
"chr2R",10957322,10959689,5.45234,"FBgn0266763","Distal Intergenic"
"chr2R",10961424,10962011,7.63029,"FBgn0266763","Distal Intergenic"
"chr2R",10990717,10991656,3.74617,"FBgn0266763","Exon (FBtr0333066/FBgn0040765, exon 3 of 5)"
"chr2R",11004150,11004513,2.77625,"FBgn0266763","Intron (FBtr0333066/FBgn0040765, intron 2 of 4)"
"chr2R",11020951,11021990,6.31008,"FBgn0262817","Intron (FBtr0333066/FBgn0040765, intron 2 of 4)"
"chr2R",11023112,11023514,1.56508,"FBgn0262817","Intron (FBtr0333066/FBgn0040765, intron 2 of 4)"
"chr2R",11024172,11024513,6.85826,"FBgn0262817","Intron (FBtr0333066/FBgn0040765, intron 2 of 4)"
"chr2R",11030075,11031732,10.8621,"FBgn0262817","Intron (FBtr0333066/FBgn0040765, intron 2 of 4)"
"chr2R",11046724,11047464,6.7698,"FBgn0262817","Intron (FBtr0333066/FBgn0040765, intron 2 of 4)"
"chr2R",11047959,11048759,6.35122,"FBgn0262817","Intron (FBtr0333066/FBgn0040765, intron 2 of 4)"
"chr2R",11056648,11057990,7.74743,"FBgn0262817","Intron (FBtr0333066/FBgn0040765, intron 2 of 4)"
"chr2R",11060238,11061770,6.0043,"FBgn0262817","Intron (FBtr0333066/FBgn0040765, intron 2 of 4)"
"chr2R",11063060,11065622,9.29947,"FBgn0262817","Intron (FBtr0333066/FBgn0040765, intron 2 of 4)"
"chr2R",11070489,11071025,2.54931,"FBgn0262817","Intron (FBtr0333066/FBgn0040765, intron 2 of 4)"
"chr2R",11074234,11074819,3.75821,"FBgn0262817","Intron (FBtr0333066/FBgn0040765, intron 2 of 4)"
"chr2R",11078362,11079122,1.95422,"FBgn0262817","Intron (FBtr0333066/FBgn0040765, intron 2 of 4)"
"chr2R",11080656,11084924,7.67247,"FBgn0262817","Promoter"
"chr2R",11102068,11103160,4.84985,"FBgn0040765","Intron (FBtr0333066/FBgn0040765, intron 1 of 4)"
"chr2R",11105884,11106833,11.8215,"FBgn0040765","Promoter"
"chr2R",11108849,11109521,4.10679,"FBgn0040765","Intron (FBtr0345675/FBgn0040765, intron 1 of 4)"
"chr2R",11115186,11115807,1.71794,"FBgn0040765","Promoter"
"chr2R",11149289,11149827,7.47854,"FBgn0033581","Promoter"
"chr2R",11173716,11174829,24.4474,"FBgn0003396","Promoter"
"chr2R",11175303,11175969,2.43971,"FBgn0003396","Intron (FBtr0330619/FBgn0003396, intron 1 of 7)"
"chr2R",11181101,11183111,8.22459,"FBgn0003396","Promoter"
"chr2R",11183679,11184081,1.7704,"FBgn0003396","Promoter"
"chr2R",11194620,11195440,9.04858,"FBgn0003396","Intron (FBtr0330619/FBgn0003396, intron 2 of 7)"
"chr2R",11197495,11199258,21.5573,"FBgn0003396","Promoter"
"chr2R",11202784,11204045,8.29654,"FBgn0003396","Promoter"
"chr2R",11204728,11205682,6.87191,"FBgn0003396","Promoter"
"chr2R",11206203,11207799,6.30406,"FBgn0003396","Intron (FBtr0330619/FBgn0003396, intron 2 of 7)"
"chr2R",11210261,11210644,5.10783,"FBgn0003396","Exon (FBtr0330619/FBgn0003396, exon 4 of 8)"
"chr2R",11211182,11212045,3.13661,"FBgn0003396","Exon (FBtr0330619/FBgn0003396, exon 6 of 8)"
"chr2R",11212430,11212848,2.72509,"FBgn0033582","Exon (FBtr0330619/FBgn0003396, exon 6 of 8)"
"chr2R",11213530,11214889,3.84514,"FBgn0033582","Exon (FBtr0330619/FBgn0003396, exon 6 of 8)"
"chr2R",11222899,11223360,3.26557,"FBgn0033584","Promoter"
"chr2R",11279875,11280333,4.66427,"FBgn0041174","Promoter"
"chr2R",11282630,11283210,4.79118,"FBgn0033607","Promoter"
"chr2R",11284445,11284939,5.26588,"FBgn0033608","Promoter"
"chr2R",11287760,11288376,2.81417,"FBgn0033609","Exon (FBtr0088178/FBgn0033609, exon 2 of 9)"
"chr2R",11289113,11290114,9.13908,"FBgn0033609","Promoter"
"chr2R",11292704,11293072,7.65278,"FBgn0015582","Promoter"
"chr2R",11294897,11297394,3.69813,"FBgn0259238","Promoter"
"chr2R",11305170,11307535,29.1747,"FBgn0025373","Promoter"
"chr2R",11307915,11309344,9.87365,"FBgn0033616","Promoter"
"chr2R",11356757,11359171,22.2432,"FBgn0011987","Promoter"
"chr2R",11359586,11359974,4.81481,"FBgn0001276","Promoter"
"chr2R",11364589,11365091,5.32413,"FBgn0033627","Distal Intergenic"
"chr2R",11366125,11367272,31.2422,"FBgn0033627","Promoter"
"chr2R",11368627,11371252,108.173,"FBgn0021795","Promoter"
"chr2R",11380629,11382297,10.5397,"FBgn0033629","3' UTR"
"chr2R",11382669,11384544,26.46,"FBgn0033631","Promoter"
"chr2R",11397153,11397493,15.0343,"FBgn0082585","Promoter"
"chr2R",11404352,11404812,28.4798,"FBgn0266573","Promoter"
"chr2R",11410021,11410760,9.5786,"FBgn0054054","Promoter"
"chr2R",11412335,11415183,18.2989,"FBgn0040503","Promoter"
"chr2R",11417542,11429947,44.2866,"FBgn0015872","Promoter"
"chr2R",11452010,11453883,21.6766,"FBgn0000581","Promoter"
"chr2R",11493378,11493978,12.9208,"FBgn0001269","Intron (FBtr0088068/FBgn0001269, intron 2 of 4)"
"chr2R",11507501,11507904,4.85457,"FBgn0000577","3' UTR"
"chr2R",11508935,11509440,7.36922,"FBgn0000577","3' UTR"
"chr2R",11527010,11527864,3.34506,"FBgn0000577","Promoter"
"chr2R",11579215,11579904,10.4116,"FBgn0033636","3' UTR"
"chr2R",11580339,11581513,9.15173,"FBgn0033636","5' UTR"
"chr2R",11583132,11583565,3.2946,"FBgn0033636","Promoter"
"chr2R",11589049,11591125,4.6085,"FBgn0086658","Promoter"
"chr2R",11591537,11592156,8.59559,"FBgn0086658","Promoter"
"chr2R",11592544,11594576,11.9488,"FBgn0033636","Promoter"
"chr2R",11601223,11601833,9.191,"FBgn0033636","Intron (FBtr0333071/FBgn0033636, intron 1 of 15)"
"chr2R",11602264,11603456,9.78464,"FBgn0033636","Intron (FBtr0333071/FBgn0033636, intron 1 of 15)"
"chr2R",11604441,11604818,5.9204,"FBgn0033636","Promoter"
"chr2R",11613918,11614279,2.09801,"FBgn0033636","Intron (FBtr0088091/FBgn0033636, intron 1 of 16)"
"chr2R",11615019,11615885,6.06089,"FBgn0033636","Promoter"
"chr2R",11617073,11617680,3.13929,"FBgn0264508","Promoter"
"chr2R",11618499,11618929,6.22329,"FBgn0086712","Promoter"
"chr2R",11621685,11622700,4.57,"FBgn0086712","Exon (FBtr0300945/FBgn0033638, exon 5 of 8)"
"chr2R",11625582,11626115,2.28435,"FBgn0033638","Intron (FBtr0300945/FBgn0033638, intron 2 of 7)"
"chr2R",11629692,11630255,5.83001,"FBgn0033638","Intron (FBtr0300945/FBgn0033638, intron 1 of 7)"
"chr2R",11631699,11632741,34.6316,"FBgn0033638","Promoter"
"chr2R",11640183,11640884,8.00228,"FBgn0033638","Promoter"
"chr2R",11645755,11646553,6.13841,"FBgn0033639","Promoter"
"chr2R",11648177,11648558,16.7007,"FBgn0033639","Promoter"
"chr2R",11652046,11653029,98.0685,"FBgn0011915","Promoter"
"chr2R",11657362,11657832,7.19037,"FBgn0033640","Intron (FBtr0302211/FBgn0044020, intron 3 of 3)"
"chr2R",11665787,11667063,2.91321,"FBgn0050035","Promoter"
"chr2R",11689100,11689978,8.02104,"FBgn0010516","Promoter"
"chr2R",11711955,11712522,17.8302,"FBgn0033649","Promoter"
"chr2R",11832079,11832684,4.57002,"FBgn0033653","Intron (FBtr0345677/FBgn0033654, intron 2 of 3)"
"chr2R",11852669,11853803,6.99562,"FBgn0013756","Promoter"
"chr2R",11862538,11863968,21.2788,"FBgn0033658","Promoter"
"chr2R",11886186,11890975,61.8168,"FBgn0033663","Promoter"
"chr2R",11892008,11896829,303.978,"FBgn0015543","Promoter"
"chr2R",11899512,11900821,10.6055,"FBgn0033665","Promoter"
"chr2R",11903190,11903857,5.46828,"FBgn0260959","Promoter"
"chr2R",11908432,11909253,1.742,"FBgn0033667","Intron (FBtr0088054/FBgn0033667, intron 1 of 5)"
"chr2R",11912272,11912972,45.0178,"FBgn0033667","Promoter"
"chr2R",11927961,11928338,4.57002,"FBgn0265371","Downstream (<1kb)"
"chr2R",11938950,11940699,33.2504,"FBgn0033668","Promoter"
"chr2R",11941305,11942789,11.1701,"FBgn0033668","Intron (FBtr0088039/FBgn0033668, intron 1 of 9)"
"chr2R",11943398,11943778,6.24305,"FBgn0033668","Intron (FBtr0088039/FBgn0033668, intron 1 of 9)"
"chr2R",11944383,11946268,4.61245,"FBgn0033668","Intron (FBtr0088039/FBgn0033668, intron 1 of 9)"
"chr2R",11946854,11954951,14.685,"FBgn0033668","5' UTR"
"chr2R",11955598,11957659,6.95133,"FBgn0033669","Exon (FBtr0088039/FBgn0033668, exon 3 of 10)"
"chr2R",11958800,11960728,5.78443,"FBgn0033669","Intron (FBtr0088039/FBgn0033668, intron 3 of 9)"
"chr2R",11961182,11968530,28.278,"FBgn0033669","Promoter"
"chr2R",11971014,11971481,3.6038,"FBgn0026573","Promoter"
"chr2R",11972456,11972796,2.03962,"FBgn0026573","Exon (FBtr0088041/FBgn0026573, exon 3 of 5)"
"chr2R",11988011,11988666,8.28708,"FBgn0033672","Promoter"
"chr2R",11989246,11990297,3.33037,"FBgn0033673","Promoter"
"chr2R",12024565,12025326,40.7762,"FBgn0267728","Promoter"
"chr2R",12028070,12028748,4.94212,"FBgn0260012","Promoter"
"chr2R",12037377,12037774,5.50765,"FBgn0010339","Promoter"
"chr2R",12038228,12038759,3.01058,"FBgn0004463","Promoter"
"chr2R",12044517,12045126,45.1349,"FBgn0024732","Promoter"
"chr2R",12138805,12139147,4.47111,"FBgn0033683","Promoter"
"chr2R",12139502,12139867,4.35789,"FBgn0026176","Promoter"
"chr2R",12140668,12141976,7.78096,"FBgn0027495","Promoter"
"chr2R",12145806,12147104,3.43906,"FBgn0033686","Promoter"
"chr2R",12148696,12151026,9.58238,"FBgn0027504","Promoter"
"chr2R",12161880,12162897,10.8428,"FBgn0033688","Promoter"
"chr2R",12165138,12165825,8.68593,"FBgn0085261","Promoter"
"chr2R",12167398,12171814,29.557,"FBgn0014184","Promoter"
"chr2R",12172316,12178416,109.171,"FBgn0010621","Promoter"
"chr2R",12179293,12179878,37.8225,"FBgn0033691","Promoter"
"chr2R",12180856,12182319,11.0144,"FBgn0033692","Promoter"
"chr2R",12182847,12184180,9.36376,"FBgn0000426","Promoter"
"chr2R",12198079,12198766,7.55309,"FBgn0033698","Promoter"
"chr2R",12199269,12200846,49.4164,"FBgn0033699","Promoter"
"chr2R",12222674,12226913,38.5478,"FBgn0033702","Promoter"
"chr2R",12227263,12229508,55.2312,"FBgn0033702","Promoter"
"chr2R",12259083,12267647,103.999,"FBgn0000253","Promoter"
"chr2R",12268221,12276910,40.335,"FBgn0261611","3' UTR"
"chr2R",12324885,12325990,16.9463,"FBgn0033713","Promoter"
"chr2R",12326356,12328895,13.5334,"FBgn0264560","Promoter"
"chr2R",12331213,12331612,3.73044,"FBgn0050249","Exon (FBtr0087898/FBgn0264560, exon 8 of 9)"
"chr2R",12332588,12334539,85.4143,"FBgn0050249","Promoter"
"chr2R",12334949,12336577,54.801,"FBgn0011878","Promoter"
"chr2R",12337823,12338877,9.54836,"FBgn0033716","Promoter"
"chr2R",12407568,12408719,18.8723,"FBgn0033730","Promoter"
"chr2R",12434577,12435673,8.52368,"FBgn0033738","Promoter"
"chr2R",12437297,12438406,30.8477,"FBgn0033739","Promoter"
"chr2R",12453149,12458507,64.9946,"FBgn0010238","Promoter"
"chr2R",12459602,12462262,2.84617,"FBgn0033740","Intron (FBtr0087933/FBgn0010238, intron 1 of 1)"
"chr2R",12464493,12464883,4.37575,"FBgn0033740","3' UTR"
"chr2R",12465767,12466528,6.99745,"FBgn0033740","Exon (FBtr0339638/FBgn0033740, exon 3 of 5)"
"chr2R",12502570,12503715,9.91104,"FBgn0045063","Promoter"
"chr2R",12506649,12507262,10.0012,"FBgn0045063","Promoter"
"chr2R",12516139,12517269,4.27117,"FBgn0033750","Promoter"
"chr2R",12517880,12518826,9.89804,"FBgn0033751","Promoter"
"chr2R",12519200,12521089,7.54276,"FBgn0033752","Promoter"
"chr2R",12528989,12529812,18.7955,"FBgn0011592","Promoter"
"chr2R",12532954,12534797,7.86465,"FBgn0011592","Intron (FBtr0087821/FBgn0011592, intron 1 of 9)"
"chr2R",12538297,12538865,1.82607,"FBgn0053752","Intron (FBtr0087821/FBgn0011592, intron 1 of 9)"
"chr2R",12566143,12569786,15.0193,"FBgn0033753","Promoter"
"chr2R",12574102,12574545,3.14408,"FBgn0033755","Exon (FBtr0087826/FBgn0033755, exon 5 of 9)"
"chr2R",12575824,12577005,4.57249,"FBgn0033755","3' UTR"
"chr2R",12579056,12579520,6.11995,"FBgn0033755","Exon (FBtr0303565/FBgn0022764, exon 9 of 12)"
"chr2R",12579883,12580532,7.36173,"FBgn0033755","Exon (FBtr0303565/FBgn0022764, exon 7 of 12)"
"chr2R",12582319,12590588,25.3668,"FBgn0022764","Promoter"
"chr2R",12591059,12592833,12.9446,"FBgn0022764","Promoter"
"chr2R",12593920,12594763,6.42192,"FBgn0266817","Promoter"
"chr2R",12598552,12598923,2.94357,"FBgn0264510","Intron (FBtr0087828/FBgn0027356, intron 1 of 9)"
"chr2R",12612780,12613740,12.1429,"FBgn0266487","Promoter"
"chr2R",12631784,12632122,3.5723,"FBgn0033757","Promoter"
"chr2R",12634252,12636097,13.6049,"FBgn0061359","Promoter"
"chr2R",12646482,12647600,9.6322,"FBgn0033760","Promoter"
"chr2R",12650431,12650828,3.61613,"FBgn0033761","Downstream (<1kb)"
"chr2R",12679169,12679579,4.58195,"FBgn0261625","Promoter"
"chr2R",12705087,12705740,33.3643,"FBgn0261545","Promoter"
"chr2R",12727796,12728477,3.0109,"FBgn0261545","Intron (FBtr0302644/FBgn0261545, intron 2 of 7)"
"chr2R",12732181,12732575,4.43177,"FBgn0033773","Intron (FBtr0302644/FBgn0261545, intron 2 of 7)"
"chr2R",12735830,12736423,4.23787,"FBgn0033773","Intron (FBtr0302644/FBgn0261545, intron 3 of 7)"
"chr2R",12742354,12742778,4.18859,"FBgn0033773","Intron (FBtr0302644/FBgn0261545, intron 3 of 7)"
"chr2R",12744359,12744832,1.83688,"FBgn0033773","Intron (FBtr0302644/FBgn0261545, intron 3 of 7)"
"chr2R",12754656,12760872,40.6059,"FBgn0011227","Promoter"
"chr2R",12819997,12820679,3.12843,"FBgn0040755","Distal Intergenic"
"chr2R",12821298,12821810,3.42544,"FBgn0040755","Distal Intergenic"
"chr2R",12822223,12824255,4.87786,"FBgn0265646","Distal Intergenic"
"chr2R",12870231,12872324,24.745,"FBgn0000181","Promoter"
"chr2R",12878171,12879534,1.92163,"FBgn0013305","Promoter"
"chr2R",12880437,12882498,9.70545,"FBgn0002069","Promoter"
"chr2R",12916015,12923080,28.6392,"FBgn0010488","Promoter"
"chr2R",12923573,12924790,9.57005,"FBgn0033781","Promoter"
"chr2R",12928718,12929250,3.18298,"FBgn0033782","Promoter"
"chr2R",12932620,12933202,4.60487,"FBgn0033783","Promoter"
"chr2R",12936365,12941674,15.7634,"FBgn0033784","Promoter"
"chr2R",12942763,12943229,5.27119,"FBgn0004512","Exon (FBtr0302198/FBgn0004512, exon 2 of 5)"
"chr2R",12945973,12946735,17.3156,"FBgn0004512","Promoter"
"chr2R",12958280,12958631,2.73792,"FBgn0033787","Distal Intergenic"
"chr2R",12959006,12959561,2.60754,"FBgn0033787","Distal Intergenic"
"chr2R",12971902,12972544,3.05533,"FBgn0005624","Intron (FBtr0345375/FBgn0005624, intron 3 of 4)"
"chr2R",12974977,12976221,11.9762,"FBgn0005624","Intron (FBtr0345375/FBgn0005624, intron 2 of 4)"
"chr2R",12977471,12977868,1.53025,"FBgn0005624","Exon (FBtr0345375/FBgn0005624, exon 2 of 5)"
"chr2R",12978925,12981021,39.7508,"FBgn0005624","Promoter"
"chr2R",12996438,12997957,12.3225,"FBgn0265623","Promoter"
"chr2R",12998301,12998874,6.21284,"FBgn0265623","Intron (FBtr0330613/FBgn0265623, intron 1 of 5)"
"chr2R",13002311,13004306,6.70235,"FBgn0265623","Exon (FBtr0330613/FBgn0265623, exon 5 of 6)"
"chr2R",13005776,13006728,5.19237,"FBgn0265623","3' UTR"
"chr2R",13022906,13024117,7.87355,"FBgn0033788","Distal Intergenic"
"chr2R",13034906,13035495,5.07232,"FBgn0033788","Distal Intergenic"
"chr2R",13042371,13042865,2.98878,"FBgn0033788","Downstream (1-2kb)"
"chr2R",13139842,13141256,17.805,"FBgn0259876","Intron (FBtr0299507/FBgn0259876, intron 4 of 5)"
"chr2R",13142238,13142599,1.56384,"FBgn0259876","Exon (FBtr0299507/FBgn0259876, exon 6 of 6)"
"chr2R",13150130,13150497,2.08466,"FBgn0263998","Exon (FBtr0330329/FBgn0263998, exon 4 of 8)"
"chr2R",13150869,13152619,14.2485,"FBgn0263998","Promoter"
"chr2R",13153001,13154669,3.92686,"FBgn0263998","Promoter"
"chr2R",13156207,13158274,15.1662,"FBgn0020370","Promoter"
"chr2R",13161944,13162465,1.86861,"FBgn0033798","Exon (FBtr0087728/FBgn0020391, exon 4 of 4)"
"chr2R",13166253,13168042,9.5745,"FBgn0033799","Promoter"
"chr2R",13168744,13169516,5.85711,"FBgn0086532","Promoter"
"chr2R",13171054,13172081,35.9042,"FBgn0053138","Promoter"
"chr2R",13172740,13173287,4.77218,"FBgn0053138","Exon (FBtr0087732/FBgn0053138, exon 3 of 4)"
"chr2R",13197448,13198147,6.94392,"FBgn0053182","Promoter"
"chr2R",13198950,13200660,5.78158,"FBgn0027079","Promoter"
"chr2R",13201211,13201977,3.0355,"FBgn0027079","Exon (FBtr0087734/FBgn0027079, exon 5 of 6)"
"chr2R",13221283,13224793,17.0767,"FBgn0011763","Promoter"
"chr2R",13225396,13225775,2.08203,"FBgn0011763","Promoter"
"chr2R",13229359,13230109,7.52127,"FBgn0033812","Promoter"
"chr2R",13230682,13231486,5.45957,"FBgn0033813","Promoter"
"chr2R",13233494,13234993,6.58716,"FBgn0033814","Promoter"
"chr2R",13334827,13335704,6.70235,"FBgn0265104","Intron (FBtr0346709/FBgn0265104, intron 1 of 1)"
"chr2R",13336698,13337358,15.331,"FBgn0265104","Promoter"
"chr2R",13408461,13409720,8.30038,"FBgn0033836","Promoter"
"chr2R",13429532,13432808,56.7662,"FBgn0011881","Promoter"
"chr2R",13437495,13438158,47.3903,"FBgn0050509","Promoter"
"chr2R",13450809,13451414,2.38321,"FBgn0086757","Promoter"
"chr2R",13472296,13474096,8.9474,"FBgn0262821","Intron (FBtr0087702/FBgn0000119, intron 2 of 6)"
"chr2R",13482345,13483252,33.8119,"FBgn0000119","Promoter"
"chr2R",13484173,13485088,3.04427,"FBgn0033842","Promoter"
"chr2R",13485716,13486364,14.4761,"FBgn0040477","Promoter"
"chr2R",13494056,13494834,12.2605,"FBgn0033844","Promoter"
"chr2R",13499474,13499869,2.97289,"FBgn0033845","Promoter"
"chr2R",13502082,13503327,14.579,"FBgn0004638","Promoter"
"chr2R",13506464,13507131,12.9339,"FBgn0033846","Promoter"
"chr2R",13507628,13509153,11.1933,"FBgn0024556","Promoter"
"chr2R",13539090,13539685,10.3075,"FBgn0033853","Promoter"
"chr2R",13542454,13543185,2.6042,"FBgn0033853","5' UTR"
"chr2R",13544907,13545532,9.22989,"FBgn0033853","Promoter"
"chr2R",13550573,13551597,6.2202,"FBgn0053156","Promoter"
"chr2R",13554319,13554731,5.87577,"FBgn0014877","Promoter"
"chr2R",13556490,13558204,60.1052,"FBgn0083006","Promoter"
"chr2R",13578623,13579084,3.87012,"FBgn0265497","Promoter"
"chr2R",13579698,13580444,8.57462,"FBgn0265497","3' UTR"
"chr2R",13580892,13581298,3.7107,"FBgn0265497","3' UTR"
"chr2R",13587190,13587823,4.11923,"FBgn0027581","Intron (FBtr0330617/FBgn0027581, intron 2 of 8)"
"chr2R",13589033,13589885,3.38373,"FBgn0027581","Intron (FBtr0330617/FBgn0027581, intron 2 of 8)"
"chr2R",13590659,13593374,22.8155,"FBgn0027581","Promoter"
"chr2R",13731523,13732039,3.50196,"FBgn0033866","Intron (FBtr0087625/FBgn0000633, intron 11 of 12)"
"chr2R",13732902,13733432,1.91394,"FBgn0033866","Intron (FBtr0087625/FBgn0000633, intron 11 of 12)"
"chr2R",13733982,13735299,11.8759,"FBgn0033866","Intron (FBtr0087625/FBgn0000633, intron 11 of 12)"
"chr2R",13820180,13821586,6.65135,"FBgn0000662","5' UTR"
"chr2R",13822376,13823063,17.2968,"FBgn0000662","Intron (FBtr0087647/FBgn0000662, intron 1 of 3)"
"chr2R",13823632,13824548,10.6914,"FBgn0000662","Promoter"
"chr2R",13840027,13841026,24.187,"FBgn0033875","Promoter"
"chr2R",13853254,13854349,26.0962,"FBgn0033879","Promoter"
"chr2R",13859299,13860187,6.42,"FBgn0263697","Promoter"
"chr2R",13860704,13861071,3.6923,"FBgn0033883","Promoter"
"chr2R",13862382,13863400,5.83663,"FBgn0033883","Promoter"
"chr2R",13866178,13866917,8.38348,"FBgn0033883","Exon (FBtr0304851/FBgn0013733, exon 18 of 20)"
"chr2R",13871984,13873016,2.3942,"FBgn0033883","Exon (FBtr0304851/FBgn0013733, exon 8 of 20)"
"chr2R",13880111,13880496,4.86575,"FBgn0013733","Exon (FBtr0304851/FBgn0013733, exon 6 of 20)"
"chr2R",13881749,13882218,4.35501,"FBgn0013733","Exon (FBtr0304851/FBgn0013733, exon 6 of 20)"
"chr2R",13884250,13884937,4.02195,"FBgn0013733","Exon (FBtr0087621/FBgn0013733, exon 12 of 28)"
"chr2R",13893594,13894040,3.93537,"FBgn0013733","Exon (FBtr0087621/FBgn0013733, exon 12 of 28)"
"chr2R",13896227,13898215,50.2341,"FBgn0013733","Promoter"
"chr2R",13901467,13902165,2.77625,"FBgn0013733","Exon (FBtr0087620/FBgn0013733, exon 7 of 24)"
"chr2R",13902635,13903851,8.2498,"FBgn0013733","Exon (FBtr0087620/FBgn0013733, exon 5 of 24)"
"chr2R",13904243,13905334,4.19018,"FBgn0013733","Exon (FBtr0087620/FBgn0013733, exon 3 of 24)"
"chr2R",13905917,13907221,9.01423,"FBgn0013733","Intron (FBtr0087620/FBgn0013733, intron 2 of 23)"
"chr2R",13910384,13911484,20.0276,"FBgn0013733","Promoter"
"chr2R",13912220,13913167,5.11213,"FBgn0013733","Intron (FBtr0087618/FBgn0013733, intron 5 of 26)"
"chr2R",13915060,13917018,11.945,"FBgn0013733","Exon (FBtr0087618/FBgn0013733, exon 5 of 27)"
"chr2R",13918161,13918556,3.34911,"FBgn0013733","Intron (FBtr0087618/FBgn0013733, intron 2 of 26)"
"chr2R",13921453,13921890,4.99475,"FBgn0013733","Exon (FBtr0087618/FBgn0013733, exon 2 of 27)"
