"seqnames","start","end","V6","geneId"
"chr2R",11452010,11453883,21.6766,"FBgn0000581"
"chr2R",11527010,11527864,3.34506,"FBgn0000577"
"chr2R",11583132,11583565,3.2946,"FBgn0033636"
"chr2R",11589049,11591125,4.6085,"FBgn0086658"
"chr2R",11591537,11592156,8.59559,"FBgn0086658"
"chr2R",11592544,11594576,11.9488,"FBgn0033636"
"chr2R",11604441,11604818,5.9204,"FBgn0033636"
"chr2R",11615019,11615885,6.06089,"FBgn0033636"
"chr2R",11617073,11617680,3.13929,"FBgn0264508"
"chr2R",11618499,11618929,6.22329,"FBgn0086712"
"chr2R",11631699,11632741,34.6316,"FBgn0033638"
"chr2R",11640183,11640884,8.00228,"FBgn0033638"
"chr2R",11645755,11646553,6.13841,"FBgn0033639"
"chr2R",11648177,11648558,16.7007,"FBgn0033639"
"chr2R",11652046,11653029,98.0685,"FBgn0011915"
"chr2R",11665787,11667063,2.91321,"FBgn0050035"
"chr2R",11689100,11689978,8.02104,"FBgn0010516"
"chr2R",11711955,11712522,17.8302,"FBgn0033649"
"chr2R",11852669,11853803,6.99562,"FBgn0013756"
"chr2R",11862538,11863968,21.2788,"FBgn0033658"
"chr2R",11886186,11890975,61.8168,"FBgn0033663"
"chr2R",11892008,11896829,303.978,"FBgn0015543"
"chr2R",11899512,11900821,10.6055,"FBgn0033665"
"chr2R",11903190,11903857,5.46828,"FBgn0260959"
"chr2R",11912272,11912972,45.0178,"FBgn0033667"
"chr2R",11938950,11940699,33.2504,"FBgn0033668"
"chr2R",11961182,11968530,28.278,"FBgn0033669"
"chr2R",11971014,11971481,3.6038,"FBgn0026573"
"chr2R",11988011,11988666,8.28708,"FBgn0033672"
"chr2R",11989246,11990297,3.33037,"FBgn0033673"
"chr2R",12024565,12025326,40.7762,"FBgn0267728"
"chr2R",12028070,12028748,4.94212,"FBgn0260012"
"chr2R",12037377,12037774,5.50765,"FBgn0010339"
"chr2R",12038228,12038759,3.01058,"FBgn0004463"
"chr2R",12044517,12045126,45.1349,"FBgn0024732"
"chr2R",12138805,12139147,4.47111,"FBgn0033683"
"chr2R",12139502,12139867,4.35789,"FBgn0026176"
"chr2R",12140668,12141976,7.78096,"FBgn0027495"
"chr2R",12145806,12147104,3.43906,"FBgn0033686"
"chr2R",12148696,12151026,9.58238,"FBgn0027504"
"chr2R",12161880,12162897,10.8428,"FBgn0033688"
"chr2R",12165138,12165825,8.68593,"FBgn0085261"
"chr2R",12167398,12171814,29.557,"FBgn0014184"
"chr2R",12172316,12178416,109.171,"FBgn0010621"
"chr2R",12179293,12179878,37.8225,"FBgn0033691"
"chr2R",12180856,12182319,11.0144,"FBgn0033692"
"chr2R",12182847,12184180,9.36376,"FBgn0000426"
"chr2R",12198079,12198766,7.55309,"FBgn0033698"
"chr2R",12199269,12200846,49.4164,"FBgn0033699"
"chr2R",12222674,12226913,38.5478,"FBgn0033702"
"chr2R",12227263,12229508,55.2312,"FBgn0033702"
"chr2R",12259083,12267647,103.999,"FBgn0000253"
"chr2R",12324885,12325990,16.9463,"FBgn0033713"
"chr2R",12326356,12328895,13.5334,"FBgn0264560"
"chr2R",12332588,12334539,85.4143,"FBgn0050249"
"chr2R",12334949,12336577,54.801,"FBgn0011878"
"chr2R",12337823,12338877,9.54836,"FBgn0033716"
"chr2R",12407568,12408719,18.8723,"FBgn0033730"
"chr2R",12434577,12435673,8.52368,"FBgn0033738"
"chr2R",12437297,12438406,30.8477,"FBgn0033739"
"chr2R",12453149,12458507,64.9946,"FBgn0010238"
"chr2R",12502570,12503715,9.91104,"FBgn0045063"
"chr2R",12506649,12507262,10.0012,"FBgn0045063"
"chr2R",12516139,12517269,4.27117,"FBgn0033750"
"chr2R",12517880,12518826,9.89804,"FBgn0033751"
"chr2R",12519200,12521089,7.54276,"FBgn0033752"
"chr2R",12528989,12529812,18.7955,"FBgn0011592"
"chr2R",12566143,12569786,15.0193,"FBgn0033753"
"chr2R",12582319,12590588,25.3668,"FBgn0022764"
"chr2R",12591059,12592833,12.9446,"FBgn0022764"
"chr2R",12593920,12594763,6.42192,"FBgn0266817"
"chr2R",12612780,12613740,12.1429,"FBgn0266487"
"chr2R",12631784,12632122,3.5723,"FBgn0033757"
"chr2R",12634252,12636097,13.6049,"FBgn0061359"
"chr2R",12646482,12647600,9.6322,"FBgn0033760"
"chr2R",12679169,12679579,4.58195,"FBgn0261625"
"chr2R",12705087,12705740,33.3643,"FBgn0261545"
"chr2R",12754656,12760872,40.6059,"FBgn0011227"
"chr2R",12870231,12872324,24.745,"FBgn0000181"
"chr2R",12878171,12879534,1.92163,"FBgn0013305"
"chr2R",12880437,12882498,9.70545,"FBgn0002069"
"chr2R",12916015,12923080,28.6392,"FBgn0010488"
"chr2R",12923573,12924790,9.57005,"FBgn0033781"
"chr2R",12928718,12929250,3.18298,"FBgn0033782"
"chr2R",12932620,12933202,4.60487,"FBgn0033783"
"chr2R",12936365,12941674,15.7634,"FBgn0033784"
"chr2R",12945973,12946735,17.3156,"FBgn0004512"
"chr2R",12978925,12981021,39.7508,"FBgn0005624"
"chr2R",12996438,12997957,12.3225,"FBgn0265623"
"chr2R",13150869,13152619,14.2485,"FBgn0263998"
"chr2R",13153001,13154669,3.92686,"FBgn0263998"
"chr2R",13156207,13158274,15.1662,"FBgn0020370"
"chr2R",13166253,13168042,9.5745,"FBgn0033799"
"chr2R",13168744,13169516,5.85711,"FBgn0086532"
"chr2R",13171054,13172081,35.9042,"FBgn0053138"
"chr2R",13197448,13198147,6.94392,"FBgn0053182"
"chr2R",13198950,13200660,5.78158,"FBgn0027079"
"chr2R",13221283,13224793,17.0767,"FBgn0011763"
"chr2R",13225396,13225775,2.08203,"FBgn0011763"
"chr2R",13229359,13230109,7.52127,"FBgn0033812"
"chr2R",13230682,13231486,5.45957,"FBgn0033813"
"chr2R",13233494,13234993,6.58716,"FBgn0033814"
"chr2R",13336698,13337358,15.331,"FBgn0265104"
"chr2R",13408461,13409720,8.30038,"FBgn0033836"
"chr2R",13429532,13432808,56.7662,"FBgn0011881"
"chr2R",13437495,13438158,47.3903,"FBgn0050509"
"chr2R",13450809,13451414,2.38321,"FBgn0086757"
"chr2R",13482345,13483252,33.8119,"FBgn0000119"
"chr2R",13484173,13485088,3.04427,"FBgn0033842"
"chr2R",13485716,13486364,14.4761,"FBgn0040477"
"chr2R",13494056,13494834,12.2605,"FBgn0033844"
"chr2R",13499474,13499869,2.97289,"FBgn0033845"
"chr2R",13502082,13503327,14.579,"FBgn0004638"
"chr2R",13506464,13507131,12.9339,"FBgn0033846"
"chr2R",13507628,13509153,11.1933,"FBgn0024556"
"chr2R",13539090,13539685,10.3075,"FBgn0033853"
"chr2R",13544907,13545532,9.22989,"FBgn0033853"
"chr2R",13550573,13551597,6.2202,"FBgn0053156"
"chr2R",13554319,13554731,5.87577,"FBgn0014877"
"chr2R",13556490,13558204,60.1052,"FBgn0083006"
"chr2R",13578623,13579084,3.87012,"FBgn0265497"
"chr2R",13590659,13593374,22.8155,"FBgn0027581"
"chr2R",13823632,13824548,10.6914,"FBgn0000662"
"chr2R",13840027,13841026,24.187,"FBgn0033875"
"chr2R",13853254,13854349,26.0962,"FBgn0033879"
"chr2R",13859299,13860187,6.42,"FBgn0263697"
"chr2R",13860704,13861071,3.6923,"FBgn0033883"
"chr2R",13862382,13863400,5.83663,"FBgn0033883"
"chr2R",13896227,13898215,50.2341,"FBgn0013733"
"chr2R",13910384,13911484,20.0276,"FBgn0013733"
"chr2R",13924717,13925623,53.1654,"FBgn0013733"
"chr2R",13939817,13942152,42.1569,"FBgn0013733"
"chr2R",13952671,13956435,8.45382,"FBgn0050481"
"chr2R",13956923,13960312,34.9972,"FBgn0033886"
"chr2R",13960723,13961402,13.1267,"FBgn0013770"
"chr2R",13963879,13965145,2.90294,"FBgn0261975"
"chr2R",13968449,13971318,18.4279,"FBgn0033887"
"chr2R",13978803,13979912,9.65818,"FBgn0033889"
"chr2R",13983980,13984779,4.08788,"FBgn0033891"
"chr2R",13989322,13990702,1.97653,"FBgn0020620"
"chr2R",13991180,13991725,9.00627,"FBgn0002643"
"chr2R",14008721,14009479,23.8096,"FBgn0002643"
"chr2R",14030348,14031974,38.5418,"FBgn0002643"
"chr2R",14139839,14140928,42.7227,"FBgn0040752"
"chr2R",14150988,14152649,10.5548,"FBgn0033897"
"chr2R",14161633,14164654,10.1708,"FBgn0033902"
"chr2R",14165063,14165700,5.2783,"FBgn0033903"
"chr2R",14170556,14175963,51.3438,"FBgn0000289"
"chr2R",14183196,14187117,52.1613,"FBgn0050069"
"chr2R",14213872,14214910,6.76198,"FBgn0262407"
"chr2R",14215288,14216604,39.7583,"FBgn0033912"
"chr2R",14219575,14222754,34.0551,"FBgn0033913"
"chr2R",14231670,14233103,5.6572,"FBgn0262427"
"chr2R",14234355,14235372,9.62118,"FBgn0261276"
"chr2R",14238948,14239589,6.63215,"FBgn0033915"
"chr2R",14240115,14240902,6.88766,"FBgn0033916"
"chr2R",14255060,14256059,21.9581,"FBgn0001220"
"chr2R",14256570,14257233,4.90381,"FBgn0033918"
"chr2R",14265260,14268370,127.411,"FBgn0033919"
"chr2R",14268984,14271590,7.68186,"FBgn0261269"
"chr2R",14308074,14308924,44.3463,"FBgn0085408"
"chr2R",14332312,14334448,31.2244,"FBgn0085408"
"chr2R",14336940,14341526,13.5199,"FBgn0085408"
"chr2R",14342044,14348038,23.1385,"FBgn0085408"
"chr2R",14348518,14351670,22.6734,"FBgn0033924"
"chr2R",14352229,14352687,3.55653,"FBgn0033924"
"chr2R",14355974,14357202,11.4172,"FBgn0033925"
"chr2R",14357979,14360382,76.7974,"FBgn0033926"
"chr2R",14360764,14361514,6.59481,"FBgn0033927"
"chr2R",14361912,14362581,25.9145,"FBgn0033928"
"chr2R",14363059,14364754,21.8404,"FBgn0033929"
"chr2R",14410793,14411171,5.3213,"FBgn0033934"
"chr2R",14411924,14412947,4.65439,"FBgn0033935"
"chr2R",14420179,14420559,4.36478,"FBgn0033936"
"chr2R",14481264,14482075,13.9319,"FBgn0267824"
"chr2R",14505250,14506094,6.0575,"FBgn0261823"
"chr2R",14512578,14515990,37.2555,"FBgn0033942"
"chr2R",14526249,14527484,8.71313,"FBgn0265974"
"chr2R",14574891,14575899,35.672,"FBgn0010397"
"chr2R",14617058,14618154,5.14094,"FBgn0026427"
"chr2R",14618700,14622297,98.5351,"FBgn0010638"
"chr2R",14624682,14625123,9.59675,"FBgn0082919"
"chr2R",14645419,14645889,5.44272,"FBgn0033951"
"chr2R",14751164,14752127,19.8936,"FBgn0028689"
"chr2R",14756579,14757830,19.0321,"FBgn0266723"
"chr2R",14768460,14769326,4.95038,"FBgn0020767"
"chr2R",14771414,14772270,3.49944,"FBgn0015602"
"chr2R",14798826,14799458,4.78306,"FBgn0001319"
"chr2R",14807774,14810830,38.5431,"FBgn0033968"
"chr2R",14847433,14847994,3.70942,"FBgn0033971"
"chr2R",14854157,14854994,6.51607,"FBgn0033972"
"chr2R",14855553,14856217,5.76238,"FBgn0033973"
"chr2R",14857991,14858574,5.57247,"FBgn0053506"
"chr2R",14861224,14862356,3.92686,"FBgn0053505"
"chr2R",14869794,14870989,12.2791,"FBgn0264962"
"chr2R",14889550,14891273,23.8694,"FBgn0013772"
"chr2R",14896887,14897574,32.2111,"FBgn0033982"
"chr2R",14904098,14904952,1.77474,"FBgn0027596"
"chr2R",14910230,14910700,8.77595,"FBgn0027596"
"chr2R",14911128,14913576,7.32736,"FBgn0027596"
"chr2R",14916921,14917424,5.56806,"FBgn0027596"
"chr2R",14925448,14928644,244.671,"FBgn0027596"
"chr2R",14929135,14929828,8.23232,"FBgn0027596"
"chr2R",14935798,14936665,5.81481,"FBgn0033984"
"chr2R",14962377,14968983,10.2796,"FBgn0033987"
"chr2R",14973122,14975798,8.79259,"FBgn0033987"
"chr2R",14981245,14982303,12.6509,"FBgn0033988"
"chr2R",14984205,14984715,27.8654,"FBgn0050241"
"chr2R",14992747,14993429,5.25426,"FBgn0033990"
"chr2R",15128678,15130092,26.7132,"FBgn0015371"
"chr2R",15212964,15213557,12.0827,"FBgn0033998"
"chr2R",15216295,15217422,3.61802,"FBgn0034000"
"chr2R",15225250,15226558,5.12221,"FBgn0265508"
"chr2R",15248411,15249853,23.2833,"FBgn0003328"
"chr2R",15252502,15253694,56.9376,"FBgn0003328"
"chr2R",15311696,15312766,3.89379,"FBgn0004698"
"chr2R",15320866,15321988,5.71644,"FBgn0034009"
"chr2R",15322561,15323608,7.14564,"FBgn0013750"
"chr2R",15350092,15350867,11.0861,"FBgn0034013"
"chr2R",15381442,15382743,15.0902,"FBgn0026370"
"chr2R",15481834,15482946,63.1947,"FBgn0034021"
"chr2R",15483693,15485480,8.4058,"FBgn0034021"
"chr2R",15496611,15497631,51.7425,"FBgn0034022"
"chr2R",15511757,15512882,8.90965,"FBgn0034025"
"chr2R",15513311,15514955,20.9799,"FBgn0034025"
"chr2R",15531100,15532195,18.2612,"FBgn0019968"
"chr2R",15538394,15538759,3.26962,"FBgn0050467"
"chr2R",15541466,15542287,14.4266,"FBgn0022097"
"chr2R",15542689,15543163,4.17108,"FBgn0034029"
"chr2R",15610884,15616986,75.2546,"FBgn0260429"
"chr2R",15656363,15659174,18.7393,"FBgn0262403"
"chr2R",15662061,15666389,38.2332,"FBgn0023441"
"chr2R",15674624,15676766,64.5373,"FBgn0023441"
"chr2R",15677218,15678879,7.18466,"FBgn0034035"
"chr2R",15679495,15679965,11.6737,"FBgn0262512"
"chr2R",15682778,15684129,6.73807,"FBgn0284254"
"chr2R",15735123,15736119,65.5821,"FBgn0050089"
"chr2R",15814815,15815195,3.1167,"FBgn0265991"
"chr2R",15815657,15817702,13.1044,"FBgn0265991"
"chr2R",15847262,15848106,3.19639,"FBgn0034045"
"chr2R",15848576,15849435,24.0187,"FBgn0034046"
"chr2R",15861541,15862194,1.30258,"FBgn0022160"
"chr2R",15921291,15922199,23.3023,"FBgn0264089"
"chr2R",15929671,15931938,25.5281,"FBgn0034049"
"chr2R",15932465,15933568,5.13298,"FBgn0034049"
"chr2R",15934140,15935818,16.7968,"FBgn0015247"
"chr2R",15938440,15939814,9.19476,"FBgn0034051"
"chr2R",15951191,15953123,33.2799,"FBgn0265045"
"chr2R",15955329,15956070,3.67024,"FBgn0034054"
"chr2R",15990092,15991239,13.5951,"FBgn0034057"
"chr2R",15991592,15991978,3.83546,"FBgn0034057"
"chr2R",15992622,15996460,41.0059,"FBgn0034059"
"chr2R",15999111,16001268,39.0391,"FBgn0020236"
"chr2R",16002055,16002479,6.04656,"FBgn0034060"
"chr2R",16006019,16007617,7.36587,"FBgn0034061"
"chr2R",16013056,16014786,31.2943,"FBgn0010590"
"chr2R",16015359,16017076,11.3507,"FBgn0034066"
"chr2R",16017622,16018784,54.8156,"FBgn0034067"
"chr2R",16026761,16027838,7.88722,"FBgn0034068"
"chr2R",16047691,16048357,2.64384,"FBgn0034071"
"chr2R",16097219,16098553,11.5804,"FBgn0034072"
"chr2R",16102875,16105157,19.1708,"FBgn0014020"
"chr2R",16108808,16109781,6.1999,"FBgn0265605"
"chr2R",16124953,16126579,54.5201,"FBgn0086676"
"chr2R",16134990,16137477,18.3635,"FBgn0001124"
"chr2R",16138634,16139147,12.6322,"FBgn0001124"
"chr2R",16142537,16143803,6.68511,"FBgn0027091"
"chr2R",16150086,16151126,43.7117,"FBgn0034083"
"chr2R",16154321,16154740,2.85913,"FBgn0267656"
"chr2R",16169723,16170646,5.95721,"FBgn0034084"
"chr2R",16178864,16181247,15.0881,"FBgn0015754"
"chr2R",16185302,16185864,7.81587,"FBgn0034086"
"chr2R",16186693,16187888,13.8789,"FBgn0034087"
"chr2R",16195256,16195846,2.25465,"FBgn0262166"
"chr2R",16196488,16198854,45.3736,"FBgn0262026"
"chr2R",16204708,16205423,2.06236,"FBgn0034091"
"chr2R",16209478,16210260,1.38619,"FBgn0034091"
"chr2R",16216873,16221756,94.5056,"FBgn0050238"
"chr2R",16230425,16231075,3.09513,"FBgn0034093"
"chr2R",16269945,16271924,14.8621,"FBgn0001308"
"chr2R",16294594,16295000,2.11776,"FBgn0034110"
"chr2R",16320255,16320657,3.64292,"FBgn0034113"
"chr2R",16322444,16323453,3.82756,"FBgn0034114"
"chr2R",16336090,16337320,16.8981,"FBgn0010611"
"chr2R",16338133,16342343,86.2488,"FBgn0010611"
"chr2R",16386430,16387498,45.6415,"FBgn0264273"
"chr2R",16516122,16517360,3.81172,"FBgn0011260"
"chr2R",16568680,16571244,53.7127,"FBgn0034138"
"chr2R",16575941,16577378,87.3845,"FBgn0034140"
"chr2R",16585962,16589138,77.3351,"FBgn0003274"
"chr2R",16589669,16590565,2.60706,"FBgn0034141"
"chr2R",16592891,16594688,27.5611,"FBgn0034142"
"chr2R",16603849,16604272,5.3306,"FBgn0034143"
"chr2R",16611271,16618384,42.2931,"FBgn0034145"
"chr2R",16618838,16619734,18.5733,"FBgn0034145"
"chr2R",16663516,16664561,4.98429,"FBgn0024315"
"chr2R",16666216,16667778,11.7413,"FBgn0024315"
"chr2R",16684457,16685032,4.34074,"FBgn0050463"
"chr2R",16689729,16690264,6.36188,"FBgn0013763"
"chr2R",16730512,16731738,33.9205,"FBgn0050463"
"chr2R",16772969,16773795,10.6239,"FBgn0010213"
"chr2R",16783653,16784336,17.1962,"FBgn0034158"
"chr2R",16827914,16828528,4.16162,"FBgn0263659"
"chr2R",16829047,16833620,29.3999,"FBgn0262432"
"chr2R",16856287,16859124,25.4879,"FBgn0026533"
"chr2R",16865569,16867619,15.3374,"FBgn0014870"
"chr2R",16868130,16869901,135.01,"FBgn0028737"
"chr2R",16951040,16951773,5.39982,"FBgn0085444"
"chr2R",16952157,16953774,14.5871,"FBgn0085220"
"chr2R",16955990,16956957,4.15076,"FBgn0034172"
"chr2R",17001040,17002337,7.18466,"FBgn0034176"
"chr2R",17003900,17004309,2.66668,"FBgn0026402"
"chr2R",17005621,17006345,3.70193,"FBgn0034179"
"chr2R",17014908,17019474,30.2416,"FBgn0034180"
"chr2R",17020235,17020680,2.0789,"FBgn0263864"
"chr2R",17027239,17028232,10.9892,"FBgn0023172"
"chr2R",17049020,17049403,4.72483,"FBgn0034184"
"chr2R",17087154,17087945,27.0781,"FBgn0050460"
"chr2R",17091180,17091807,6.17473,"FBgn0010591"
"chr2R",17094587,17097628,55.5218,"FBgn0010226"
"chr2R",17102928,17103402,12.2116,"FBgn0050456"
"chr2R",17108810,17109515,14.8629,"FBgn0034194"
"chr2R",17139529,17140816,16.2253,"FBgn0262563"
"chr2R",17141205,17142279,30.0296,"FBgn0262567"
"chr2R",17142926,17144202,21.119,"FBgn0050234"
"chr2R",17145054,17146329,53.1648,"FBgn0050235"
"chr2R",17262052,17263234,5.50714,"FBgn0267659"
"chr2R",17265452,17266049,14.1257,"FBgn0265487"
"chr2R",17391563,17392754,40.5178,"FBgn0011879"
"chr2R",17405695,17406807,4.05037,"FBgn0034210"
"chr2R",17412853,17413667,19.9402,"FBgn0016697"
"chr2R",17417994,17419498,3.44615,"FBgn0021818"
"chr2R",17420372,17420820,4.63475,"FBgn0022029"
"chr2R",17421322,17422946,22.7367,"FBgn0022029"
"chr2R",17429757,17430880,4.11223,"FBgn0025716"
"chr2R",17431254,17431869,10.7317,"FBgn0034217"
"chr2R",17440192,17440587,5.25629,"FBgn0034218"
"chr2R",17442805,17444983,31.2602,"FBgn0027506"
"chr2R",17446497,17447067,5.71644,"FBgn0034219"
"chr2R",17450537,17450998,5.10127,"FBgn0028956"
"chr2R",17457667,17465612,24.7327,"FBgn0028953"
"chr2R",17466435,17469034,7.97078,"FBgn0034223"
"chr2R",17469695,17470242,16.8612,"FBgn0022987"
"chr2R",17486165,17487101,13.823,"FBgn0262570"
"chr2R",17501274,17503015,28.651,"FBgn0283508"
"chr2R",17503466,17504420,19.0403,"FBgn0283508"
"chr2R",17507018,17508492,13.4873,"FBgn0085222"
"chr2R",17509023,17509380,2.67092,"FBgn0085222"
"chr2R",17514309,17515415,9.6983,"FBgn0034230"
"chr2R",17534284,17535876,6.38327,"FBgn0263197"
"chr2R",17536355,17539883,22.6963,"FBgn0263113"
"chr2R",17544083,17544453,3.1208,"FBgn0085223"
"chr2R",17545411,17549349,48.9992,"FBgn0010409"
"chr2R",17564949,17565780,1.62404,"FBgn0034242"
"chr2R",17568771,17570562,5.61407,"FBgn0040294"
"chr2R",17571240,17572710,7.34145,"FBgn0034245"
"chr2R",17573688,17574480,6.26028,"FBgn0016701"
"chr2R",17580845,17581318,3.05503,"FBgn0034246"
"chr2R",17591378,17591746,3.45649,"FBgn0029079"
"chr2R",17592855,17593673,4.0643,"FBgn0029006"
"chr2R",17604449,17605653,49.8541,"FBgn0050231"
"chr2R",17616179,17617584,11.753,"FBgn0082922"
"chr2R",17636625,17639221,28.9129,"FBgn0034253"
"chr2R",17665840,17670649,24.9901,"FBgn0050108"
"chr2R",17671825,17672562,7.18894,"FBgn0034259"
"chr2R",17682072,17684017,16.6425,"FBgn0016059"
"chr2R",17697498,17698132,3.38113,"FBgn0266639"
"chr2R",17699196,17699589,2.58853,"FBgn0063381"
"chr2R",17716237,17717287,12.3565,"FBgn0028494"
"chr2R",17724222,17724859,3.70353,"FBgn0034264"
"chr2R",17725930,17726471,6.14378,"FBgn0034265"
"chr2R",17735342,17737222,8.16834,"FBgn0034269"
"chr2R",17739232,17739570,5.11634,"FBgn0034270"
"chr2R",17740008,17740874,5.30756,"FBgn0034271"
"chr2R",17760915,17762273,44.1438,"FBgn0027572"
"chr2R",17764703,17766964,8.92736,"FBgn0263629"
"chr2R",17779687,17785727,54.7183,"FBgn0028741"
"chr2R",17786263,17786723,4.34329,"FBgn0026309"
"chr2R",17787777,17789359,19.722,"FBgn0026316"
"chr2R",17800799,17801571,11.6109,"FBgn0259211"
"chr2R",17802254,17803529,5.45332,"FBgn0259211"
"chr2R",17823345,17823956,6.70659,"FBgn0259211"
"chr2R",17845595,17846240,2.34295,"FBgn0015522"
"chr2R",17846635,17848051,21.1554,"FBgn0015522"
"chr2R",17850942,17851575,30.0428,"FBgn0041585"
"chr2R",17852518,17853645,1.58828,"FBgn0050323"
"chr2R",17869076,17869737,16.6631,"FBgn0265590"
"chr2R",17870145,17871960,17.05,"FBgn0034282"
"chr2R",18124691,18125845,1.49004,"FBgn0003520"
"chr2R",18126192,18127269,14.3845,"FBgn0028983"
"chr2R",18133591,18134654,33.4394,"FBgn0001222"
"chr2R",18135896,18136527,1.68142,"FBgn0003044"
"chr2R",18140740,18145418,71.9195,"FBgn0083053"
"chr2R",18147378,18147937,15.8165,"FBgn0062440"
"chr2R",18149926,18151339,9.41979,"FBgn0034304"
"chr2R",18151926,18153972,20.4739,"FBgn0000057"
"chr2R",18155324,18158631,19.5234,"FBgn0022238"
"chr2R",18160794,18161579,11.142,"FBgn0034308"
"chr2R",18167348,18167963,5.34858,"FBgn0260401"
"chr2R",18173737,18174603,18.2612,"FBgn0034312"
"chr2R",18179289,18180098,9.23909,"FBgn0034313"
"chr2R",18181191,18181532,1.51979,"FBgn0034314"
"chr2R",18182044,18183838,2.0678,"FBgn0034315"
"chr2R",18206689,18208892,4.90207,"FBgn0050114"
"chr2R",18232691,18235686,59.2356,"FBgn0000658"
"chr2R",18276000,18277066,6.70659,"FBgn0266420"
"chr2R",18285342,18289115,4.87786,"FBgn0034321"
"chr2R",18291091,18292286,8.15608,"FBgn0034321"
"chr2R",18299778,18300773,5.36281,"FBgn0034326"
"chr2R",18304966,18306335,5.2695,"FBgn0034327"
"chr2R",18311115,18313592,15.1027,"FBgn0040737"
"chr2R",18354696,18357374,23.7358,"FBgn0285917"
"chr2R",18398415,18399202,11.7944,"FBgn0063499"
"chr2R",18400673,18401296,25.0075,"FBgn0063497"
"chr2R",18410803,18411471,11.3009,"FBgn0013983"
"chr2R",18411952,18420660,63.9614,"FBgn0013983"
"chr2R",18421166,18422163,10.6556,"FBgn0034345"
"chr2R",18422771,18423794,8.98913,"FBgn0034345"
"chr2R",18439744,18440442,8.50078,"FBgn0284257"
"chr2R",18441001,18441694,7.7709,"FBgn0261477"
"chr2R",18449590,18450964,15.623,"FBgn0261119"
"chr2R",18503498,18505310,93.6312,"FBgn0034354"
"chr2R",18536575,18536914,8.48775,"FBgn0003067"
"chr2R",18582946,18583395,5.15222,"FBgn0050115"
"chr2R",18608406,18611989,35.5441,"FBgn0050115"
"chr2R",18625356,18625856,2.29669,"FBgn0266671"
"chr2R",18627973,18629121,8.63543,"FBgn0000566"
"chr2R",18630426,18631887,10.5239,"FBgn0034368"
"chr2R",18638069,18639943,38.8716,"FBgn0011868"
"chr2R",18658628,18660515,6.40601,"FBgn0034372"
"chr2R",18661792,18662208,7.95087,"FBgn0259202"
"chr2R",18671439,18672732,14.4133,"FBgn0023214"
"chr2R",18673212,18673555,11.1302,"FBgn0023214"
"chr2R",18688123,18689225,18.4015,"FBgn0262103"
"chr2R",18760560,18761111,7.36136,"FBgn0259682"
"chr2R",18784213,18784808,7.12975,"FBgn0034391"
"chr2R",18797344,18802543,42.6573,"FBgn0010651"
"chr2R",18805798,18807652,17.9086,"FBgn0265661"
"chr2R",18819578,18820886,6.4803,"FBgn0010551"
"chr2R",18821421,18825706,11.4203,"FBgn0034396"
"chr2R",18826348,18829750,49.8506,"FBgn0034396"
"chr2R",18834353,18834705,5.21698,"FBgn0034398"
"chr2R",18835203,18835874,21.1878,"FBgn0034399"
"chr2R",18836254,18836736,4.59219,"FBgn0034399"
"chr2R",18844549,18846512,2.81592,"FBgn0034400"
"chr2R",18847125,18847727,7.18678,"FBgn0034400"
"chr2R",18848265,18850525,10.953,"FBgn0034401"
"chr2R",18857298,18857983,14.1373,"FBgn0034405"
"chr2R",18878125,18879623,48.5943,"FBgn0034408"
"chr2R",18897993,18898959,4.85457,"FBgn0086022"
"chr2R",18899401,18900018,6.06044,"FBgn0086022"
"chr2R",18910114,18910962,4.04143,"FBgn0028669"
"chr2R",18912852,18915391,13.68,"FBgn0028669"
"chr2R",18942141,18958905,54.6048,"FBgn0034408"
"chr2R",18969953,18971122,5.94166,"FBgn0014269"
"chr2R",18973187,18974009,4.81066,"FBgn0267351"
"chr2R",19122331,19125034,12.1033,"FBgn0034417"
"chr2R",19125799,19126400,5.76035,"FBgn0034417"
"chr2R",19127150,19127575,9.74143,"FBgn0034417"
"chr2R",19134993,19138251,13.3339,"FBgn0034418"
"chr2R",19141620,19143450,32.2516,"FBgn0000578"
"chr2R",19144741,19145169,6.71564,"FBgn0263290"
"chr2R",19155179,19155629,12.5826,"FBgn0000578"
"chr2R",19178728,19179307,25.3943,"FBgn0263395"
"chr2R",19227707,19228221,4.12421,"FBgn0034422"
"chr2R",19229011,19230104,34.9842,"FBgn0010434"
"chr2R",19249278,19250886,20.0707,"FBgn0004003"
"chr2R",19289900,19292073,43.1641,"FBgn0013954"
"chr2R",19292572,19293807,5.29625,"FBgn0086358"
"chr2R",19305223,19305987,6.84121,"FBgn0034432"
"chr2R",19395128,19396646,7.75265,"FBgn0261439"
"chr2R",19412414,19412875,4.18492,"FBgn0263391"
"chr2R",19414335,19415747,67.0516,"FBgn0028981"
"chr2R",19423681,19425626,9.33342,"FBgn0012051"
"chr2R",19436280,19437082,5.00663,"FBgn0020440"
"chr2R",19437881,19438626,5.528,"FBgn0040273"
"chr2R",19440902,19441609,4.98548,"FBgn0013325"
"chr2R",19442319,19444890,16.4877,"FBgn0013325"
"chr2R",19445828,19446302,6.40482,"FBgn0266711"
"chr2R",19446661,19451800,467.731,"FBgn0284243"
"chr2R",19452681,19453143,2.34935,"FBgn0034447"
"chr2R",19456141,19457723,21.2815,"FBgn0002716"
"chr2R",19462511,19463541,11.0152,"FBgn0260934"
